codigo,descripcion
90.5.6.04,DIGOXINA SEMIAUTOMATIZADO
90.5.6.06,NITROPRUSIATO DE SODIO
90.5.6.07,TEOFILINA SEMIAUTOMATIZADO
90.5.6.08,TEOFILINA AUTOMATIZADO
90.5.7.01,ACETAMINOFEN AUTOMATIZADO
90.5.7.02,ACETAMINOFEN SEMIAUTOMATIZADO
90.5.7.03,ALCALOIDES AUTOMATIZADO
90.5.7.04,ALCALOIDES SEMIAUTOMATIZADO
90.5.7.05,ALCOHOL ETÍLICO AUTOMATIZADO
90.5.7.06,ALCOHOL ETÍLICO SEMIAUTOMATIZADO
90.5.7.07,ALCOHOL METÍLICO [FORMALDEHÍDO] MANUAL
90.5.7.08,ALCOHOL METÍLICO [FORMALDEHÍDO] SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.7.09,ARSÉNICO SEMIAUTOMATIZADO
90.5.7.10,ATROPÍNICOS AUTOMATIZADO
90.5.7.11,CUPS” CÓDIGO                                   DESCRIPCIÓN ATROPÍNICOS SEMIAUTOMATIZADO
90.5.7.12,BIPIRIDILO SEMIAUTOMATIZADO
90.5.7.13,BIPIRIDILO AUTOMATIZADO
90.5.7.14,CAFEÍNA AUTOMATIZADO
90.5.7.15,CAFEÍNA SEMIAUTOMATIZADO
90.5.7.16,CANNABINOIDES AUTOMATIZADO
90.5.7.17,CANNABINOIDES MANUAL O SEMIAUTOMATIZADO
90.5.7.18,CARBAMATOS O METABOLITOS AUTOMATIZADO
90.5.7.19,CARBAMATOS O METABOLITOS SEMIAUTOMATIZADO
90.5.7.20,CIANUROS SEMIAUTOMATIZADO
90.5.7.21,CIANUROS AUTOMATIZADO
90.5.7.22,HIDROCARBUROS AUTOMATIZADO
90.5.7.23,HIDROCARBUROS SEMIAUTOMATIZADO
90.5.7.24,COCAÍNA O METABOLITOS MANUAL
90.5.7.25,COCAÍNA O METABOLITOS SEMIAUTOMATIZADO
90.5.7.26,COCAÍNA O METABOLITOS AUTOMATIZADO
90.5.7.27,DROGAS DE ABUSO
90.5.7.28,"PRUEBA PARA BENZODIACEPINAS, COCAÍNA, BARBITÚRICOS, TRICÍCLICOS U OTROS ESTRICNINA SEMIAUTOMATIZADO"
90.5.7.29,ESTRICNINA AUTOMATIZADO
90.5.7.30,MERCURIO SEMIAUTOMATIZADO
90.5.7.31,MERCURIO AUTOMATIZADO
90.5.7.32,METACUALONA SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.7.33,METACUALONA MANUAL
90.5.7.34,METADONA SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.7.35,METADONA MANUAL
90.5.7.36,METALES PESADOS CADA UNO SEMIAUTOMATIZADO
90.5.7.37,MONÓXIDO DE CARBONO [CARBOXIHEMOGLOBINA] SEMIAUTOMATIZADO
90.5.7.38,MONÓXIDO DE CARBONO [CARBOXIHEMOGLOBINA] AUTOMATIZADO
90.5.7.39,OPIÁCEOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.7.40,OPIÁCEOS MANUAL
90.5.7.41,ORGANOCLORADOS SEMIAUTOMATIZADO
90.5.7.42,ORGANOFOSFORADOS SEMIAUTOMATIZADO
90.5.7.43,ORGANOFOSFORADOS MANUAL
90.5.7.44,PARANITROFENOL SEMIAUTOMATIZADO
90.5.7.45,PIRETRINAS MANUAL
90.5.7.46,PIRETRINAS SEMIAUTOMATIZADO
90.5.7.47,PIRETROIDES SEMIAUTOMATIZADO
90.5.7.48,PIRETROIDES MANUAL
90.5.7.49,PRIMIDONA SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.7.50,CUPS” CÓDIGO                                       DESCRIPCIÓN PRIMIDONA MANUAL
90.5.7.51,PROPOXIFENO AUTOMATIZADO
90.5.7.52,PROPOXIFENO MANUAL O SEMIAUTOMATIZADO
90.5.7.53,QUININA SEMIAUTOMATIZADO
90.5.7.54,RODENTICIDAS ANTICOAGULANTES
90.5.7.55,SALICILATOS AUTOMATIZADO
90.5.7.56,SALICILATOS SEMIAUTOMATIZADO
90.5.7.57,SOLVENTES O METABOLITOS SEMIAUTOMATIZADO
90.5.7.58,SOLVENTES O METABOLITOS AUTOMATIZADO
90.5.7.59,SUSTANCIAS ALUCINOGENAS
90.5.7.60,TALIO SEMIAUTOMATIZADO
90.5.7.61,FENOL SEMIAUTOMATIZADO
90.5.7.62,ÁCIDO HIPÚRICO SEMIAUTOMATIZADO
90.5.8.01,NIVEL DE SUSTANCIA TERAPÉUTICA (ESPECÍFICA)
90.6.0.01,ANTIESTREPTOLISINA AUTOMATIZADO
90.6.0.02,ANTIESTREPTOLISINA MANUAL
90.6.0.03,Bordetella pertussi ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.04,Bordetella pertussi ANTICUERPOS Ig G SEMIAUTOMATIZADO
90.6.0.05,Bordetella pertussi ANTICUERPOS Ig G AUTOMATIZADO
90.6.0.06,Bordetella pertussi ANTICUERPOS Ig M SEMIAUTOMATIZADO
90.6.0.07,Bordetella pertussi ANTICUERPOS Ig M AUTOMATIZADO
90.6.0.08,Borrelia burgdorferi ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.09,Borrelia burgdorferi ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.10,Brucella abortus ANTICUERPOS Ig G SEMIAUTOMATIZADA O AUTOMATIZADA
90.6.0.11,Brucella abortus ANTICUERPOS Ig M SEMIAUTOMATIZADA O AUTOMATIZADO
90.6.0.12,Brucella spp ANTICUERPOS SEMIAUTOMATIZADO
90.6.0.13,Brucella spp ANTICUERPOS MANUAL
90.6.0.14,Campylobacter jejuni ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.15,Campylobacter jejuni ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.16,Chlamydia pneumoniae ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.17,Chlamydia psittaci ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.18,Chlamydia trachomatis ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.19,Chlamydia trachomatis ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.20,Chlamydia trachomatis ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.21,Chlamydia trachomatis ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.22,CUPS” CÓDIGO                                       DESCRIPCIÓN Helicobacter pylori ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.23,Helicobacter pylori ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.24,Helicobacter pylori ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.25,Helicobacter pylori ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.26,Legionella spp ANTICUERPOS Ig G SEROTIPOS 1-14 SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.27,Legionella pneumoniae ANTICUERPOS SEMIAUTOMATIZADO
90.6.0.28,Legionella pneumoniae ANTICUERPOS AUTOMATIZADO
90.6.0.29,Leptospira ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.30,Leptospira ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.31,Mycobacterium leprae ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.32,Mycobacterium tuberculosis ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.33,Mycoplasma pneumoniae ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.34,Mycoplasma pneumoniae ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.35,Mycoplasma pneumoniae ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.36,Mycoplasma pneumoniae ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.37,Shiguella ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.38,"Streptococcus B hemolítico, ANTICUERPOS DESOXIRIBONUCLEASA B"
90.6.0.39,Treponema pallidum ANTICUERPOS (PRUEBA TREPONEMICA) MANUAL O SEMIAUTOMATIZADA O AUTOMATIZADA
90.6.0.40,Treponema pallidum ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.41,Treponema pallidum ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.45,Bartonella henselae ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.46,Bartonella henselae ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.47,Bartonella quintana ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.48,Coxiella burnetii ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.49,Coxiella burnetii ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.0.50,Actynomices ANTICUERPOS
90.6.0.51,Neisseria gonorrhoeae ANTICUERPOS
90.6.0.52,Streptococcus pneumoniae (SEROTIPOS ESPECÍFICOS) ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.02,PARÁSITOS Aspergillus ANTICUERPOS MANUAL
90.6.1.03,Blastomyces ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.04,Cándida albicans ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.05,CUPS” CÓDIGO                                       DESCRIPCIÓN Cándida albicans ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.06,Cándida albicans ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.07,Cisticerco ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.08,Cisticerco ANTICUERPOS Ig G CONFIRMATORIO MANUAL O SEMIAUTOMATIZADO
90.6.1.09,Cisticerco ANTICUERPOS TOTALES
90.6.1.10,Echinococcus ANTICUERPOS
90.6.1.11,Coccidioides ANTICUERPOS
90.6.1.12,Cryptococcus neoformans ANTICUERPOS MANUAL
90.6.1.13,Entamoeba histolítica ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.14,Entamoeba histolítica ANTICUERPOS MANUAL
90.6.1.15,Giardia lamblia ANTICUERPO Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.16,Giardia lamblia ANTICUERPO Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.17,Giardia lamblia ANTICUERPO Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.18,Histoplasma capsulatum ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.19,HONGOS ANTICUERPOS TOTALES MANUAL
90.6.1.20,HONGOS ANTICUERPOS TOTALES SEMIAUTOMATIZADO O
90.6.1.21,AUTOMATIZADO Leishmania ANTICUERPOS MANUAL O SEMIAUTOMATIZADO
90.6.1.22,Plasmodium ANTICUERPOS MANUAL O SEMIAUTOMATIZADO
90.6.1.23,Paracoccidiodes ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.24,Sporotrix ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.25,Toxocara canis ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.26,Toxoplasma gondii ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.27,Toxoplasma gondii ANTICUERPOS Ig G AUTOMATIZADO
90.6.1.28,Toxoplasma gondii ANTICUERPOS Ig G MANUAL O SEMIAUTOMATIZADO
90.6.1.29,Toxoplasma gondii ANTICUERPOS Ig M AUTOMATIZADO
90.6.1.30,Toxoplasma gondii ANTICUERPOS Ig M MANUAL O SEMIAUTOMATIZADO
90.6.1.31,Trypanosoma cruzi ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.32,Trypanosoma cruzi ANTICUERPOS MANUAL
90.6.1.33,Trypanosoma cruzi ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.34,TEST DE AVIDEZ ANTICUERPOS Ig G Toxoplasma SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.35,Aspergillus ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.36,Aspergillus ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.37,Trichenella ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.38,CUPS” CÓDIGO                                    DESCRIPCIÓN Saccharomyces cerevisiae ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.39,Saccharomyces cerevisiae ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.40,Rickettsia spp ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.1.41,Rickettsia spp ANTICUERPOS Ig M SEMIAUTOMATIZADO O
90.6.2.01,Adenovirus ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.02,Adenovirus ANTICUERPOS Ig G MANUAL
90.6.2.03,Adenovirus ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.04,Adenovirus ANTICUERPOS Ig M MANUAL
90.6.2.05,Citomegalovirus ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.06,Citomegalovirus ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.07,Dengue ANTICUERPOS Ig G
90.6.2.08,Dengue ANTICUERPOS Ig M
90.6.2.09,Dengue ANTICUERPOS TOTALES
90.6.2.10,Enterovirus ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.11,Epstein-Barr ANTICUERPOS Ig A (CÁPSULA EB-VCA-A) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.12,Epstein-Barr ANTICUERPOS Ig G (CÁPSULA EB-VCA-G) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.13,Epstein-Barr ANTICUERPOS Ig G (NUCLEARES EBNA-G) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.14,Epstein-Barr ANTICUERPOS Ig G (TEMPRANOS G) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.15,Epstein-Barr ANTICUERPOS Ig M (CÁPSULA EB-VCA-M) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.16,Epstein-Barr ANTICUERPOS Ig M (NUCLEARES EBNA-M) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.17,Epstein-Barr ANTICUERPOS Ig A (TEMPRANOS A) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.18,Hepatitis A ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.19,Hepatitis A ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.20,Hepatitis B ANTICUERPOS CENTRAL Ig M [ANTI-CORE HBC-M] SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.21,Hepatitis B ANTICUERPOS CENTRAL TOTALES [ANTI-CORE HBc] SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.22,Hepatitis B ANTICUERPOS E [ANTI-HBe] SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.23,Hepatitis B ANTICUERPOS S [ANTI-HBs] SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.24,Hepatitis B ANTICUERPOS DNA POLIMERASA AUTOMATIZADA
90.6.2.25,Hepatitis C ANTICUERPO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.26,Hepatitis delta ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.27,Hepatitis delta ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.28,"Herpes I ANTICUERPOS Ig G MANUAL, SEMIAUTOMATIZADO O AUTOMATIZADO"
90.6.2.29,"CUPS” CÓDIGO                                         DESCRIPCIÓN Herpes I ANTICUERPOS Ig M MANUAL, SEMIAUTOMATIZADO O AUTOMATIZADO"
90.6.2.30,"Herpes II ANTICUERPOS Ig G MANUAL, SEMIAUTOMATIZADO O AUTOMATIZADO"
90.6.2.31,"Herpes II ANTICUERPOS Ig M MANUAL, SEMIAUTOMATIZADO O AUTOMATIZADO"
90.6.2.32,HTLV-I Y II ANTICUERPOS TOTALES SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.33,HTLV-I Y II ANTICUERPOS TOTALES CONFIRMATORIO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.34,Influenza TIPO A ANTICUERPOS Ig G
90.6.2.35,Influenza TIPO A ANTICUERPOS Ig M
90.6.2.36,Influenza TIPO B ANTICUERPOS Ig G
90.6.2.37,Influenza TIPO B ANTICUERPOS Ig M
90.6.2.38,Parotiditis ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.39,Poliovirus ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.40,Poliovirus ANTICUERPOS SEROTIPOS 1-3 SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.41,Rubeola ANTICUERPOS Ig G AUTOMATIZADO
90.6.2.42,Rubeola ANTICUERPOS Ig G SEMIAUTOMATIZADO
90.6.2.43,Rubeola ANTICUERPOS Ig M AUTOMATIZADO
90.6.2.44,Rubeola ANTICUERPOS Ig M SEMIAUTOMATIZADO
90.6.2.45,Sarampión ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.46,Sarampión ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.47,Varicela zoster ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.48,Varicela zoster ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.49,Virus de Inmunodeficiencia Humana 1 Y 2 ANTICUERPOS
90.6.2.50,Virus de Inmunodeficiencia Humana PRUEBA CONFIRMATORIA
90.6.2.51,Virus de Encefalitis ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.52,Virus de Fiebre Amarilla ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.53,Virus Sincitial Respiratorio ANTICUERPOS Ig G
90.6.2.54,Virus Sincitial Respiratorio ANTICUERPOS Ig M
90.6.2.55,Toxocara spp ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.56,Helicobacter pylori ANTÍGENO
90.6.2.57,Pneumocystis carinii ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.58,Parotiditis ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.59,Parvovirus B19 ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.60,Citomegalovirus ANTICUERPOS Ig G MANUAL
90.6.2.61,Citomegalovirus ANTICUERPOS Ig M MANUAL
90.6.2.62,Hepatitis B ANTICUERPOS S [ANTI-HBs] MANUAL
90.6.2.63,Hepatitis C ANTICUERPOS MANUAL
90.6.2.64,Rubeola ANTICUERPOS MANUAL
90.6.2.65,Sarampión ANTICUERPOS MANUAL
90.6.2.66,Hepatitis E ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.67,CUPS” CÓDIGO                                         DESCRIPCIÓN Hepatitis E ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.68,TEST DE AVIDEZ ANTICUERPOS Ig G Rubeola SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.69,TEST DE AVIDEZ ANTICUERPOS Ig G Citomegalovirus SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.2.70,SARS CoV2 [COVID-19] ANTICUERPOS Ig G
90.6.2.71,SARS CoV2 [COVID-19] ANTICUERPOS Ig M
90.6.2.72,Chikungunya ANTICUERPOS Ig G
90.6.2.73,Chikungunya ANTICUERPOS Ig M
90.6.3.01,Adenovirus ANTÍGENO
90.6.3.02,ANTÍGENO P 24 Virus de Inmunodeficiencia Humana 1
90.6.3.03,ANTÍGENOS BACTERIANOS MANUAL O SEMIAUTOMATIZADO
90.6.3.04,ANTÍGENOS FEBRILES MANUAL O SEMIAUTOMATIZADO
90.6.3.05,Arbovirus ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.06,Bordetella pertussi ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.07,Chlamydia trachomatis ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.08,Chlamydia trachomatis ANTÍGENO MANUAL
90.6.3.10,Coxsackie A ANTÍGENO POR NEUTRALIZACIÓN SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.12,Coxsackie B ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.14,Cryptococcus neoformans ANTÍGENO
90.6.3.15,Entamoeba histolítica ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.16,Giardia lamblia MANUAL
90.6.3.17,Hepatitis B ANTÍGENO DE SUPERFICIE [Ag HBs]
90.6.3.18,Hepatitis B ANTÍGENO e [Ag HBe] SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.19,Hepatitis delta ANTÍGENO [Ag HVD] SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.20,Herpes simplex ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.21,Influenza ANTÍGENO
90.6.3.22,Legionella spp ANTÍGENO
90.6.3.23,Neisseria gonorrhoeae ANTÍGENO
90.6.3.24,Parainfluenza TIPO 1 3 ANTÍGENO
90.6.3.25,Pneumocystis carinii ANTÍGENO MANUAL O SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.26,Rotavirus ANTÍGENOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.27,Rotavirus ANTÍGENOS MANUAL
90.6.3.28,Salmonella spp IDENTIFICACIÓN MANUAL
90.6.3.29,Virus Sincitial Respiratorio ANTÍGENO
90.6.3.31,Streptococcus pneumoniae ANTÍGENO
90.6.3.32,Hepatitis B [HBsAg] ANTÍGENO DE SUPERFICIE PRUEBA DE NEUTRALIZACIÓN AUTOMATIZADA
90.6.3.33,Aspergillus spp ANTÍGENO (GALACTOMANAN) SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.34,Cándida spp ANTÍGENO
90.6.3.35,Cryptosporidium spp ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.36,Giardia lamblia ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.37,Histoplasma capsulatum ANTÍGENO SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.38,CUPS” CÓDIGO                                       DESCRIPCIÓN Plasmodium spp ANTÍGENO MANUAL O SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.3.39,Clostridium difficile ANTÍGENO A Y B
90.6.3.40,SARS CoV 2 [COVID-19] ANTÍGENO
90.6.3.41,Dengue ANTÍGENO MANUAL
90.6.4.01,ACETILCOLINA RECEPTORES ANTICUERPOS BLOQUEADORES AUTOMATIZADO
90.6.4.04,ADN CADENA SENCILLA ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.05,ADRENAL AUTOANTICUERPOS SEMIAUTOMATIZADA O AUTOMATIZADA
90.6.4.06,ANTICUERPOS NUCLEARES EXTRACTABLES TOTALES [ENA] SS-A [Ro] SS-B [La] RNP y Sm SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.07,CARDIOLIPINA ANTICUERPOS Ig A SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.08,CARDIOLIPINA ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.09,CARDIOLIPINA ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.10,CÉLULAS DE PURKINGE ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.11,CÉLULAS PARIETALES ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.12,CEMENTO INTERCELULAR ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.13,CENTROMERO ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.14,CITOPLASMA DE NEUTRÓFILOS ANTICUERPOS TOTALES [C-ANCA O P-ANCA] MANUAL O SEMIAUTOMATIZADO
90.6.4.15,CITOPLASMA DE NEUTRÓFILOS ANTICUERPOS TOTALES [C ANCA O P ANCA] AUTOMATIZADO
90.6.4.16,DEOXIRRIBONUCLEASA B AUTOANTICUERPOS [ANTI ADN B] AUTOMATIZADO
90.6.4.17,DNA n ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.18,DNA n ANTICUERPOS MANUAL
90.6.4.19,ESPERMATOZOIDES ANTICUERPOS AUTOMATIZADO
90.6.4.20,ESPERMATOZOIDES ANTICUERPOS MANUAL O SEMIAUTOMATIZADO
90.6.4.21,FACTOR ANTINÚCLEO ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.22,FOSFOLÍPIDOS ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.23,"FOSFATILSERINA, FOSFATILETANOLAMINA, ÁCIDO FOSFATÍDICO, FOSFATIL GLICEROL Y FOSFATIL INOSITOL FOSFOLÍPIDOS ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO"
90.6.4.24,"FOSFATILSERINA, FOSFATILETANOLAMINA, ÁCIDO FOSFATÍDICO, FOSFATIL GLICEROL Y FOSFATIL INOSITOL HISTONA ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO"
90.6.4.25,INSULINA ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.26,INSULINA ANTICUERPOS ISLOTES SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.28,ISOLEUCOAGLUTININAS
90.6.4.29,Jo1 ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.30,SSB [La] ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.31,CUPS” CÓDIGO                                 DESCRIPCIÓN MEMBRANA BASAL DEL GLOMERULO ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO
90.6.4.32,MITOCONDRIA ANTICUERPOS AUTOMATIZADO
90.6.4.33,MITOCONDRIA ANTICUERPOS MANUAL
90.6.4.34,MITOCONDRIA ANTICUERPOS SEMIAUTOMATIZADO
90.6.4.35,MÚSCULO ESTRIADO ANTICUERPOS
90.6.4.36,MÚSCULO LISO ANTICUERPOS AUTOMATIZADO
90.6.4.37,MÚSCULO LISO ANTICUERPOS MANUAL
90.6.4.38,MÚSCULO LISO ANTICUERPOS SEMIAUTOMATIZADO
