codigo,descripcion,uvr,valor,capitulo,ref
964900,INSTILACION GENITOURINARIA SOD,,16960,ARTICULO 28,23118
641200,PENOSCOPIA SOD,,18480,ARTICULO 28,23119
569001,DILATACIÓN DE MEATO URETERAL (198) Tarifa por sesión (198),,15455,ARTICULO 28,23120
586200,DILATACIÓN DE UNIÓN URETROVESICAL SOD (198) (129),,15455,ARTICULO 28,23120
586300,DILATACIÓN DE URETRA POR SONDEO SOD (198) (129),,15455,ARTICULO 28,23120
609500,DILATACION TRANSURETRAL CON BALON DE URETRA PROSTATICA SOD (198) (129),,15475,ARTICULO 28,23120
893808,ESPIROMETRIA O CURVA DE FLUJO VOLUMEN SIMPLE,,16650,ARTICULO 29,24101
893805,ESPIROMETRIA O CURVA DE FLUJO VOLUMEN PRE Y POST BRONCODILATADORES,,33360,ARTICULO 29,24102
893700,ESPIROMETRIA SOD (255) Tarifa para tamizaje (255),,11070,ARTICULO 29,24103
893806,CAPACIDAD DE DIFUSION CON MONOXIDO DE CARBONO,,54560,ARTICULO 29,24104
893810,MEDICION DE LA FUERZA MUSCULAR RESPIRATORIA (PIM-PEM AJUSTADO CON,,21765,ARTICULO 29,24107
893814,PRESION TRANSDIAFRAGMATICA CON BALONES,,43525,ARTICULO 29,24108
893820,PRUEBA DE BRONCOMOTRICIDAD CON EJERCICIO,,86810,ARTICULO 29,24109
893821,PRUEBA DE BRONCOMOTRICIDAD CON EJERCICIO Y MONITOREO (194),,91535,ARTICULO 29,24110
893815,PRUEBA DE BRONCOPROVOCACION ESPECIFICA ( ALERGENO ) O INESPECIFICA,,75575,ARTICULO 29,24111
893817,RESPUESTA VENTILATORIA A LA HIPERCAPNIA,,31760,ARTICULO 29,24112
893811,MEDICION DE PRESION INSPIRATORIA Y ESPIRATORIA MAXIMA CON EQUIPO PORTATIL (198) Tarifa por sesión (198),,3300,ARTICULO 29,24113
896600,MEDICION DE GASES EN SANGRE VENOSA MIXTA SOD,,37320,ARTICULO 29,24114
893809,RESISTENCIA DE VIAS AEREAS POR PLETISMOGRAFIA SIMPLE,,17680,ARTICULO 29,24115
893813,RESISTENCIA DE LAS VIAS AEREAS POR PLETISMOGRAFIA PRE Y POST,,36885,ARTICULO 29,24116
893807,DISTENSIBILIDAD PULMONAR CON BALON ESOFAGICO,,41345,ARTICULO 29,24117
M24124,TEST DE EJERCICIO PULMONAR,,78875,ARTICULO 29,24118
893801,CONSUMO DE OXIGENO Y PRODUCCION DE CO2 EN REPOSO,,25755,ARTICULO 29,24119
893802,CURVA DE HIPEROXIA (192),,76550,ARTICULO 29,24120
893818,MEDICION NO INVASIVA DE CO2 O CAPNOGRAFIA,,91795,ARTICULO 29,24121
893812,REGISTRO DE OXIMETRIA CUTANEA (193) Tarifa por paciente. APLICA: únicamente para monitoreo en la práctica de estudios y procedimientos,,10100,ARTICULO 29,24122
893804,COOXIMETRIA,,26875,ARTICULO 29,24123
893822,VENTILACION VOLUNTARIA MAXIMA,,14140,ARTICULO 29,24124
893702,"VOLUMENES PULMONARES POR GASES (HELIO OTROS. ), PRE Y POST",,141220,ARTICULO 29,24126
M24116,"MECÁNICA RESPIRATORIA, PLETISMOGRAFÍA INDUCTIVA TÓRAX Y ABDOMEN, FUERZA",,42925,ARTICULO 29,24127
893701,"VOLUMENES PULMONARES POR PLETISMOGRAFIA, PRE Y POST BRONCODILATADORES (256)",,67130,ARTICULO 29,24128
E24119,"ERGOESPIROMETRÍA COMPLETA (MV, BF, FC02, RQ, HR, VO2, VC02, F02, V02/RG, MET, EQ02) Electrofisiología, las siguientes tarifas:",,95435,ARTICULO 29,M24119
895101,ELECTROCARDIOGRAMA DE RITMO O DE SUPERFICIE SOD,,13635,ARTICULO 30,25100
894102,PRUEBA ERGOMETRICA (TEST DE EJERCICIO) (418) EXCLUYE: el electrocardiograma (418),,76870,ARTICULO 30,25101
895500,FONOCARDIOGRAMA Y PULSOS SOD,,32100,ARTICULO 30,25102
881237,ECOCARDIOGRAMA DE CONTRASTE (EN CORTOCIRCUITOS),,238990,ARTICULO 30,25103
881231,ECOCARDIOGRAMA MODO M,,63210,ARTICULO 30,25104
881232,ECOCARDIOGRAMA MODO M Y BIDIMENSIONAL,,82175,ARTICULO 30,25104
881233,ECOCARDIOGRAMA MODO M Y BIDIMENSIONAL CON DOPPLER,,129320,ARTICULO 30,25105
881234,ECOCARDIOGRAMA MODO M Y BIDIMENSIONAL CON DOPPLER A COLOR,,165485,ARTICULO 30,25106
881235,ECOCARDIOGRAMA TRANSESOFAGICO,,210360,ARTICULO 30,25108
896100,"MONITOREO DE PRESION ARTERIAL SISTEMICA SOD (258) Tarifa para 24 horas continuas, en paciente ambulatorio (258)",,124040,ARTICULO 30,25109
895201,ELECTROCARDIOGRAMA DE ALTA RESOLUCION [ESTUDIO DE POTENCIALES TARDIOS] (257),,77570,ARTICULO 30,25110
881236,ECOCARDIOGRAMA DE STRESS CON PRUEBA DE ESFUERZO O CON PRUEBA,,309675,ARTICULO 30,25111
370100,PERICARDIOCENTESIS SOD,,120915,ARTICULO 30,25112
389103,INSERCION DE CATETER CENTRAL POR VIA PERIFERICA NCOC (335),,124965,ARTICULO 30,25113
876212,ANGIOCARDIOGRAFIA DE CORAZON DERECHO (42),,156825,ARTICULO 30,25130
372200,CATETERISMO CARDIACO DEL LADO IZQUIERDO DEL CORAZON SOD (43),,229955,ARTICULO 30,25131
372300,CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON SOD (43)(141),,394445,ARTICULO 30,25132
372400,CATETERISMO TRANSEPTAL DE CORAZON SOD (43),,256175,ARTICULO 30,25133
876121,ARTERIOGRAFIA CORONARIA CON CATETERISMO DERECHO E IZQUIERDO (356),,346775,ARTICULO 30,25134
876122,ARTERIOGRAFIA CORONARIA CON CATETERISMO IZQUIERDO (43),,327310,ARTICULO 30,25135
876120,ARTERIOGRAFIA CORONARIA NCOC (329),,412125,ARTICULO 30,25136
360101,"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA, UNO O DOS VASOS (44)",,437365,ARTICULO 30,25137
360201,"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA SIMPLE CON INFUSION DE AGENTE TROMBOLITICO, UNO O DOS VASOS (44)",,437365,ARTICULO 30,25137
360102,"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA, MAS DE DOS VASOS (44)",,499845,ARTICULO 30,25138
360500,ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA MULTIPLE (ATERECTOMIA CORONARIA) REALIZADA DURANTE LA MISMA INTERVENCION SOD (44),,499845,ARTICULO 30,25138
360600,INSERCIÓN O IMPLANTE DE PROTESIS INTRACORONARIA (STENT) SOD (40),,109340,ARTICULO 30,25139
350100,COMISUROTOMIA O VALVULOTOMIA AORTICA CON BALON (VIA ENDOVASCULAR) SOD,,624810,ARTICULO 30,25141
350300,COMISUROTOMIA O VALVULOTOMIA PULMONAR CON BALON (VIA ENDOVASCULAR) SOD * (45),,624810,ARTICULO 30,25141
350200,COMISUROTOMIA O VALVULOTOMIA MITRAL CON BALON (VIA ENDOVASCULAR) SOD* (45),,624810,ARTICULO 30,25141
350400,COMISUROTOMIA/VALVULOTOMIA TRICUSPIDEA CON BALON (VÍA ENDOVASCULAR) SOD * (45),,624810,ARTICULO 30,25141
360401,INFUSION ARTERIAL INTRACORONARIA DE TROMBOLITICOS (TROMBOLISIS,,291000,ARTICULO 30,25142
895903,AURICULOGRAMA IZQUIERDO,,130290,ARTICULO 30,25143
358303,CIERRE DE DUCTUS ARTERIOSO PERSISTENTE POR VIA ENDOVASCULAR (CATETERISMO) (337),,427540,ARTICULO 30,25144
355102,"REPARACION DE DEFECTO DE TABIQUE INTERAURICULAR CON PROTESIS, POR VIA (338)",,618510,ARTICULO 30,25145
895801,ULTRASONIDO INTRAVASCULAR DIAGNOSTICO,,226490,ARTICULO 30,25146
354200,ATRIOSEPTOSTOMIA CON BALON O CUHILLA [PROCEDIMIENTO DE RASHKIND O PARKER] SOD * (339),,577350,ARTICULO 30,25147
358710,REPARACION DE COARTACION AORTICA POR VIA ENDOVASCULAR (CATETERISMO) (340),,598975,ARTICULO 30,25148
372501,ESTUDIO ELECTROFISIOLOGICO CARDIACO TRANS ESOFAGICO (259),,181000,ARTICULO 30,25160
372101,CATETERISMO CARDIACO DEL LADO DERECHO DEL CORAZON CON ESTUDIO,,484215,ARTICULO 30,25161
372301,CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON,,749295,ARTICULO 30,25162
372401,CATETERISMO TRANSEPTAL DEL CORAZON CON ESTUDIO ELECTROFISILOGICO,,730085,ARTICULO 30,25163
895001,ELECTROCARDIOGRAFIA DINAMICA (HOLTER),,124040,ARTICULO 30,25164
996101,CARDIOVERSIÓN ELÉCTRICA A TORAX CERRADO ELECTIVA,,95195,ARTICULO 30,25168
377800,INSERCION DE MARCAPASO TRANSVENOSO TEMPORAL (TRANSITORIO) O IMPLANTE,,227340,ARTICULO 30,25169
378200,IMPLANTACION DE MARCAPASO UNICAMERAL SOD * (341),,374190,ARTICULO 30,25170
378300,INSERCION DE MARCAPASOS BICAMERAL SOD * (341),,475400,ARTICULO 30,25171
378900,RETIRO O ELIMINACION DE MARCAPASOS CARDIACO SOD * (46),,395710,ARTICULO 30,25173
379900,EXTRACCION DE CARDIOVERSOR/ DESFIBRILADOR AUTOMATICO SOD,,395710,ARTICULO 30,05705
378500,REVISION [REPROGRAMACION] DE APARATO MARCAPASO SOD *,,39670,ARTICULO 30,25175
379500,REPROGRAMACION DE CARDIOVERSOR/DESFIBRILADOR SOD *,,63565,ARTICULO 30,25176
373401,"ABLACION CON CATETER DE LESION O TEJIDO DEL CORAZON, POR CRIOCIRUGIA O ELECTROCOAGULACION (259) (330) EXCLUYE: el estudio electrofisiológico; mapeo en cirugía de corazón abierto (330)",,727120,ARTICULO 30,25178
373402,ABLACION CON CATETER DE LESION O TEJIDO DEL CORAZON POR RADIOFRECUENCIA (259) (330),,727120,ARTICULO 30,25178
894103,PRUEBA DE MESA BASCULANTE,,180470,ARTICULO 30,25179
895910,PRUEBAS DE FUNCION AUTONOMICA (260),,179630,ARTICULO 30,25182
895300,VECTOCARDIOGRAMA (CON ECG) SOD *,,49035,ARTICULO 30,M25111
891401,ELECTROENCEFALOGRAMA CONVENCIONAL,,19960,ARTICULO 31,26101
891402,ELECTROENCEFALOGRAMA COMPUTARIZADO (261),,25265,ARTICULO 31,26103
053101,BLOQUEO DE NERVIO SIMPATICO UNICO (65) NO APLICA: para la practica de ANESTÉSIA (65),,31010,ARTICULO 31,26105
053114,"BLOQUEO SIMPATICO REGIONAL (CERVICAL, TORACCICO O LUMBAR) (659",,31010,ARTICULO 31,26105
053121,INYECCION DE GANGLIO SIMPATICO CILIAL (65),,31010,ARTICULO 31,26105
053104,BLOQUEO DE SENO CAROTIDEO (65),,31010,ARTICULO 31,26106
053110,BLOQUEO DE NERVIO VAGO (65),,31010,ARTICULO 31,26107
053113,BLOQUEO REGIONAL (65),,34715,ARTICULO 31,26108
039003,INSERCION DE CATETER SUBARACNOIDEO EN CANAL ESPINAL PARA INFUSION DE,,53220,ARTICULO 31,26109
039004,INSERCION DE CATETER SUBARACNOIDEO EN CANAL ESPINAL CON PUERTA DE,,53220,ARTICULO 31,26109
048300,INYECCION DE ANESTESIA EN NERVIO DE FACETA ARTICULAR VERTEBRAL CON FINES,,31010,ARTICULO 31,26110
053102,BLOQUEO DE PLEJO BRAQUIAL (65) NO APLICA: para la practica de ANESTÉSIA (65),,31010,ARTICULO 31,26110
053103,BLOQUEO DE PLEJO LUMBOSACRO (65),,31010,ARTICULO 31,26110
053106,BLOQUEO PARACERVICAL BILATERAL (65),,62010,ARTICULO 31,26111
053107,BLOQUEO DE NERVIO FRENICO (65),,31010,ARTICULO 31,26112
053108,BLOQUEO DE PLEJO CELIACO (65),,43505,ARTICULO 31,26113
053115,BLOQUEO DEL SIMPATICO PRESACRO ( GANGLIO IMPAR DE WALTER) (65),,43505,ARTICULO 31,26113
048100,INYECCION DE ANESTESIA DENTRO DE NERVIO CRANEAL CON FINES ANALGESICOS,,44420,ARTICULO 31,26114
048101,BLOQUEO DE NERVIO TRIGEMINAL O ESFENOPALATINO (65),,44420,ARTICULO 31,26114
053111,BLOQUEO DEL NERVIO HIPOGASTRICO SUPERIOR (65),,50960,ARTICULO 31,26115
053112,BLOQUEO DE NERVIO ESPLACNICO (65),,44740,ARTICULO 31,26116
891701,ESTUDIO FISIOLOGICO DEL SUEÑO (ESTUDIO POLISOMNOGRAFICO SIN OXIMETRIA),,381950,ARTICULO 31,26117
891501,ELECTROCORTICOGRAFIA,,64530,ARTICULO 31,26118
895400,MONITORIZACION ELECTROCARDIOGRAFICA (TELEMETRIA) SOD (373) Tarifa por paciente (373),,60795,ARTICULO 31,26119
891512,TRIPLES CAROTIDEOS,,108490,ARTICULO 31,26120
891703,POLISOMNOGRAMA EN TITULACION DE CPAP NASAL (263),,655555,ARTICULO 31,26121
891702,ESTUDIO POLISOMNOGRAFICO COMPLETO (CON OXIMETRIA),,426045,ARTICULO 31,26122
039100,INYECCION DE ANESTESICO EN EL CANAL ESPINAL SOD (65) NO APLICA: para la practica de ANESTÉSIA (65),,15835,ARTICULO 31,26123
891410,ELECTROENCEFALOGRAMA DIGITAL CON MAPEO CEREBRAL,,171360,ARTICULO 31,26124
E27101,AUDIOMETRÍA DE BEKESY,,13850,ARTICULO 32,27101
954107,AUDIOMETRÍA DE TONOS PUROS AÉREOS Y ÓSEOS CON EMASCARAMIENTO,,10600,ARTICULO 32,27102
954301,LOGOAUDIOMETRÍA (121) (265),,10600,ARTICULO 32,27103
954103,AUDIOMETRÍA POR REFUERZO VISUAL (VRA),,10600,ARTICULO 32,27105
954313,PRUEBAS DE RECLUTAMIENTO (266) Tarifa por cada una (266),,6565,ARTICULO 32,27106
954314,PRUEBAS DE FATIGA ACÚSTICA (266),,6565,ARTICULO 32,27107
220100,PUNCION DE SENO MAXILAR [ASPIRACION O LAVADO] SOD,,10365,ARTICULO 32,27110
954302,IMITANCIA ACÚSTICA [IMPEDANCIOMETRIA],,7175,ARTICULO 32,27111
954603,PROETZ ( DESPLAZAMIENTO) (266) Tarifa por cada una (266),,4245,ARTICULO 32,27113
E27114,ACUFENOMETRÍA (INHIBICIÓN RESIDUAL),,7175,ARTICULO 32,27114
891201,RINOMANOMETRIA SIMPLE,,14340,ARTICULO 32,27115
965200,LAVADO E IRRIGACION DE OIDOS SOD,,7175,ARTICULO 32,27116
202400,ASPIRACION DE OIDO MEDIO O CAVIDAD MASTOIDEA SOD,,23315,ARTICULO 32,27117
M27117,VALORACIÓN ELÉCTRICA DE NERVIO FACIAL (PRUEBA DE HILGER),,12625,ARTICULO 32,27118
981100,EXTRACCION SIN INCISION DE CUERPO EXTRAÑO DE CONDUCTO AUDITIVO EXTERNO,,29075,ARTICULO 32,27119
981200,EXTRACCION SIN INCISION CUERPO EXTRAÑO INTRALUMINAL DE LA NARIZ SOD,,29075,ARTICULO 32,27120
210100,"CONTROL DE EPISTAXIS, POR TAPONAMIENTO NASAL ANTERIOR O CAUTERIZACIÓN",,20490,ARTICULO 32,27121
210200,"CONTROL DE EPISTAXIS, POR TAPONAMIENTO NASAL POSTERIOR Y ANTERIOR SOD",,54825,ARTICULO 32,27122
952400,ELECTRONISTAGMOGRAFIA [ENG] O FOTOELECTRONISTAGMOGRAFIA SOD,,85535,ARTICULO 32,27123
965302,CURACION ENDOSCOPICA DE SENOS PARANASALES,,19075,ARTICULO 32,27124
213110,ABLACIÓN LOCAL DE LESION INTRANASAL POR INFILTRACION,,19075,ARTICULO 32,27125
954400,PRUEBAS CLINICAS DE LA FUNCION VESTIBULAR SOD (268),,14340,ARTICULO 32,27126
216100,"TURBINECTOMÍA POR DIATERMIA, CRIO O ELECTROCOAGULACIÓN SOD",,46240,ARTICULO 32,27127
954602,ELECTROCOCLEOGRAFIA (ECOG),,86040,ARTICULO 32,27128
939402,NEBULIZACION (266) Tarifa por cada una (266),,4485,ARTICULO 32,27132
E27128,DESHIDRATACIÓN DE CORNETES,,41545,ARTICULO 32,M27128
951200,ANGIORRETINOFLUORESCEINOGRAFIA SOD (269),,77255,ARTICULO 33,28102
952601,TONOGRAFIA OCULAR CON PRUEBAS PROVOCATIVAS,,162990,ARTICULO 33,28103
950501,ESTUDIO DE CAMPO VISUAL CENTRAL Y PERIFERICO CONVENCIONAL,,11165,ARTICULO 33,28104
090100,DRENAJE EN GLANDULA LAGRIMAL SOD,,42115,ARTICULO 33,M02101
094200,SONDEO Y LAVADO DE VIAS LAGRIMALES SOD (270),,42115,ARTICULO 33,28105
094400,INTUBACIÓN DE VIAS LAGRIMALES SOD,,21055,ARTICULO 33,28105
982101,EXTRACCION CUERPO EXTRAÑO SUPERFICIAL DE LA CONJUNTIVA (122),,18480,ARTICULO 33,28106
112100,FROTIS DE CÓRNEA SOD,,18480,ARTICULO 33,28107
107100,INYECCION SUBCONJUNTIVAL SOD,,15455,ARTICULO 33,28109
111200,DRENAJE DE ABSCESO EN CORNEA SOD,,30905,ARTICULO 33,28110
110000,EXTRACCION DE CUERPO EXTRAÑO INCRUSTADO EN CORNEA SOD,,18480,ARTICULO 33,28111
982102,EXTRACCION DE CUERPO EXTRAÑO SUPERFICIAL EN CORNEA O ESCLEROTICA (122),,18480,ARTICULO 33,28111
950601,MEDICION DE AGUDEZA VISUAL,,5610,ARTICULO 33,28113
950100,EVALUACION ORTOPTICA SOD (271),,19980,ARTICULO 33,28114
953501,TERAPIA ORTOPTICA (198) Tarifa por sesión (198),,4640,ARTICULO 33,28115
953502,TERAPIA PLEOPTICA (198),,4640,ARTICULO 33,28116
951500,TOPOGRAFIA CORNEAL COMPUTARIZADA SOD,,38575,ARTICULO 33,28117
950610,RECUENTO DE CELULAS ENDOTELIALES,,38575,ARTICULO 33,28118
952500,PAQUIMETRIA SOD,,29595,ARTICULO 33,28119
952000,BIOMETRIA OCULAR SOD,,29595,ARTICULO 33,28120
952100,ELECTRORRETINOGRAFIA SOD,,74075,ARTICULO 33,28121
952200,ELECTROOCULOGRAMA SOD,,74075,ARTICULO 33,28122
950310,INTERFEROMETRIA (187),,17920,ARTICULO 33,28123
951101,FOTOGRAFIA A COLOR DE SEGMENTO ANTERIOR Y/O POSTERIOR DEL OJO,,20900,ARTICULO 33,28125
950505,ESTUDIO DE CAMPO VISUAL CENTRAL O PERIFERICO COMPUTARIZADO,,53735,ARTICULO 33,28126
121200,IRIDOTOMÍA CON LASER SOD,,226410,ARTICULO 33,28127
123002,"IRIDOPLASTIA, CON LASER",,226410,ARTICULO 33,28127
124101,"ABLACIÓN DE LESIÓN DE IRIS POR CAUTERIZACIÓN, CRIOTERAPIA O FOTOCOAGULACIÓN (LASER) (365)",,56605,ARTICULO 33,28127
124301,"ABLACIÓN DE LESIÓN DE CUERPO CILIAR POR CAUTERIZACIÓN, CRIOTERAPIA O FOTOCOAGULACIÓN (LASER) (365)",,56605,ARTICULO 33,28127
136502,CAPSULOTOMIA CON LASER,,226410,ARTICULO 33,28127
126603,SUTUROLISIS SUBCONJUNTIVAL DE FLAP ESCLERAL CON LASER,,226410,ARTICULO 33,28128
M28125,FOTOCOAGULACIÓN POR LÁSER RETINOPATÍA DIABÉTICA (198) Tarifa por sesión (198),,250240,ARTICULO 33,28129
103202,"ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA, POR FOTOCOAGULACION (LASER)",,154905,ARTICULO 33,28130
128403,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, POR FOTOCOAGULACION (LASER)",,154905,ARTICULO 33,28130
099100,OBLITERACIÓN O CAUTERIZACION DE PUNTO LAGRIMAL SOD,,22330,ARTICULO 33,M28106
953800,BETATERAPIA SOD,,11595,ARTICULO 33,M28120
891508,NEUROCONDUCCION POR CADA EXTREMIDAD (UNO O MAS NERVIOS),,18225,ARTICULO 34,29101
930860,ELECTROMIOGRAFÍA EN CADA EXTREMIDAD (UNO O MAS MUSCULOS),,22000,ARTICULO 34,29101
891502,"REFLEJO NEUROLOGICO PALPEBRAL: ONDAS ""F"" Y/O ""H"" (24)",,43390,ARTICULO 34,29107
930820,"ELECTROMIOGRAFÍA EN CARA (272) Tarifa por cada nervio craneano (facial, trigémino, oculomotores, espinal accesorio y/o hipogloso)",,84530,ARTICULO 34,29109
930801,ELECTROMIOGRAFIA CON ELECTRODO DE FIBRA UNICA (273),,47410,ARTICULO 34,29110
930810,ELECTROMIOGRAFÍA LARINGEA,,68840,ARTICULO 34,29111
893600,ELECTROMIOGRAFIA DE ESFINTER ANAL SOD (274),,31350,ARTICULO 34,29112
952301,POTENCIALES EVOCADOS VISUALES ( UNI O BILATERALES),,49895,ARTICULO 34,29113
954622,POTENCIALES EVOCADOS AUDITIVOS DE TALLO CEREBRAL (24),,51505,ARTICULO 34,29114
954621,POTENCIALES EVOCADOS AUDITIVOS (24),,59275,ARTICULO 34,29117
891530,POTENCIALES EVOCADOS SOMATOSENSORIALES (275) Tarifa por cada nervio específico o dermatoma. (275),,59075,ARTICULO 34,29121
891511,PRUEBA DE ESTIMULO REPETITIVO [LAMBERT],,31980,ARTICULO 34,29122
891503,REFLEJO NEUROLOGICO TRIGEMINO FACIAL,,31980,ARTICULO 34,29123
891507,REFLEJOS NEUROLOGICOS BULBO CAVERNOSO,,18100,ARTICULO 34,29125
053301,"GANGLIOLISIS EN GANGLIOS SIMPATICOS, POR RADIOFRECUENCIA O FENOLIZACION",,22705,ARTICULO 34,29127
053303,"GANGLIOLISIS EN GANGLIOS PARAVERTEBRALES, POR RADIOFRECUENCIA O",,22705,ARTICULO 34,29127
891510,PRUEBA COMPLETA CON TENSILON (276),,19635,ARTICULO 34,29128
048200,INYECCION DE ANESTESIA DENTRO DE NERVIO PERIFERICO CON FINES,,30985,ARTICULO 34,29129
053105,BLOQUEO DE UNION MIONEURAL (65) NO APLICA: para la practica de ANESTÉSIA (65),,30985,ARTICULO 34,29130
911105,PROCESAMIENTO DE LA UNIDAD DE CRIOPRECIPITADO,,13980,ARTICULO 35,30101
911102,PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS [ESTÁNDAR],,23975,ARTICULO 35,30102
911103,PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS DELEUCOCITADOS [ESTÁNDAR] (408),,26375,ARTICULO 35,30103
911111,PROCESAMIENTO DE LA UNIDAD DE PLASMA FRESCO,,16510,ARTICULO 35,30104
911106,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS,,116165,ARTICULO 35,30105
911107,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS DELEUCOCITADOS (408),,127780,ARTICULO 35,30106
911101,PROCESAMIENTO DE LA UNIDAD DE AUTOTRANSFUSION [PREDEPOSITO],,122690,ARTICULO 35,30107
911112,PROCESAMIENTO DE LA UNIDAD DE SANGRE TOTAL,,122690,ARTICULO 35,30108
911202,PROCESAMIENTO DE CONCENTRADO DE LEUCOCITOS POR AFÉRESIS O,,276985,ARTICULO 35,30109
911201,"PROCESAMIENTO DE CONCENTRADO DE PLAQUETAS POR AFÉRESIS O PLAQUETOFÉRESIS (277) Tarifa hasta 12 unidades, por sistema abierto o cerrado (277)",,255750,ARTICULO 35,30110
911108,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS,,211705,ARTICULO 35,30111
911110,PROCESAMIENTO DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS LAVADOS,,198875,ARTICULO 35,30112
911302,PLASMAFÉRESIS TERAPÉUTICA O DE RECAMBIO,,276985,ARTICULO 35,30120
911204,SEPARACION DE CELULAS PROGENITORAS PARA TRANSPLANTE,,319450,ARTICULO 35,30124
911301,"CITAFÉRESIS REDUCTIVA [LEUCOCITOS, ERITROCITOS O PLAQUETAS]",,211455,ARTICULO 35,30125
912001,APLICACIÓN DE LA UNIDAD DE CRIOPRECIPITADO (409) Tarifa hasta 6 unidades en un mismo acto (409),,7765,ARTICULO 35,30201
912003,APLICACIÓN DE LA UNIDAD DE PLAQUETAS (409),,7765,ARTICULO 35,30201
912002,APLICACIÓN DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS,,18800,ARTICULO 35,30203
912004,APLICACIÓN DE LA UNIDAD DE SANGRE TOTAL,,18800,ARTICULO 35,30203
912005,APLICACIÓN DE PLASMA FRESCO O CONGELADO,,18800,ARTICULO 35,30203
912012,TRANSFUSION AUTOLOGA POR OBTENCION MECANICA INTRAOPERATORIA (CELL,,558615,ARTICULO 35,30207
912011,HEMODILUCIÓN NORMOVOLÉMICA INTRAOPERATORIA,,125905,ARTICULO 35,30208
389900,FLEBOTOMIA TERAPEUTICA SOD Es objeto de pago adicional a la tarifa de los procedimientos de aféresis el valor del kit que se utiliza,,29560,ARTICULO 35,30211
908404,CARIOTIPO CON BANDEO G EN CUALQUIER TIPO DE MUESTRA,,118315,ARTICULO 36,32101
908405,CARIOTIPO CON BANDEO Q EN CUALQUIER TIPO DE MUESTRA,,118315,ARTICULO 36,32101
908409,CARIOTIPO PARA CROMOSOMA FRAGIL X,,118315,ARTICULO 36,32102
908408,CARIOTIPO DE INTERCAMBIO DE CROMATIDES HERMANAS [SCE],,135310,ARTICULO 36,32103
908410,CARIOTIPO PARA CROMOSOMA FILADELFIA,,118315,ARTICULO 36,
908411,CARIOTIPO PARA ESTADOS LEUCÉMICOS,,135310,ARTICULO 36,32104
908413,"HIBRIDIZACIÓN ""IN SITU"" CON FLUORESCENCIA [FISH]",,422705,ARTICULO 36,32110
908412,DIAGNOSTICO MOLECULAR DE ENFERMEDADES,,422705,ARTICULO 36,32111
922301,TELETERAPIA UTILIZANDO COBALTO EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) CON SIMULADOR Y,,343310,ARTICULO 37,33101
922305,"TELETERAPIA UTILIZANDO COBALTO CAMPO UNICO EN ENCEFALO, CARA, CUELLO, GRUPO 2 ) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",,652990,ARTICULO 37,33102
922309,"TELETERAPIA UTILIZANDO COBALTO PROFILAXIS EN ENCEFALO, PALEACION EN AXILOSUPRACLAVICULAR O EXTREMIDADES ( GRUPO 3 ) CON SIMULADOR Y CON",,873760,ARTICULO 37,33103
922313,"TELETERAPIA UTILIZANDO COBALTO PRE O POSOPERATORIO GANGLIONAR DE MAMA, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) CON SIMULADOR Y CON",,1924035,ARTICULO 37,33104
922317,"TELETERAPIA UTILIZANDO COBALTO EN CARA, ENCEFALO, CUELLO, MEDIASTINO, TOTAL, RAQUIS, CORPORAL TOTAL, ( GRUPO 5 ) CON SIMULADOR Y CON PLANEACION",,1481675,ARTICULO 37,33105
922302,TELETERAPIA UTILIZANDO COBALTO EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) SIN SIMULADOR Y CON,,299430,ARTICULO 37,33106
922306,"TELETERAPIA UTILIZANDO COBALTO CAMPO UNICO EN ENCEFALO, CARA, CUELLO, GRUPO 2 ) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO II)",,591275,ARTICULO 37,33107
